STAGE,DATASET,ROI,ROI_T,HPF,ANG,ANG_CORR,IL_ANG,DEG_IL,DEG_IL_CORR,DEG_IL_CORR-2,REGION,NOTES,,,,,,,,,,,,,,,
38,WT2,43,28,,-5.194,174.806,5.87,168.936,168.936,11.064,A,,,,,,,,,,,,,,,,
38,WT2,44,27,,-105.524,74.476,5.87,68.606,68.606,111.394,A,*Spindle rotated before division,,,,,,,,,,,,,,,
38,WT2,45,27,,-109.983,70.017,5.87,64.147,64.147,115.853,P,,,,,,,,,,,,,,,,
38,WT2,46,26,,1.848,1.848,5.87,-4.022,175.978,4.022,P,,,,,,,,,,,,,,,,
38,WT2,47,26,,-21.801,158.199,5.87,152.329,152.329,27.671,P,,,,,,,,,,,,,,,,
38,WT2,48,30,,-159.146,20.854,5.87,14.984,14.984,165.016,A,,,,,,,,,,,,,,,,
38,WT2,49,32,,-108.435,71.565,5.87,65.695,65.695,114.305,A,,,,,,,,,,,,,,,,
38,WT2,50,33,,-120.964,59.036,5.87,53.166,53.166,126.834,A,,,,,,,,,,,,,,,,
38,WT2,51,33,,52.696,52.696,5.87,46.826,46.826,133.174,IL-A,,,,,,,,,,,,,,,,
38,WT2,52,34,,-74.932,105.068,5.87,99.198,99.198,80.802,A,,,,,,,,,,,,,,,,
38,WT2,53,34,,24.444,24.444,5.87,18.574,18.574,161.426,A,,,,,,,,,,,,,,,,
38,WT2,54,35,,-58.241,121.759,5.87,115.889,115.889,64.111,A,,,,,,,,,,,,,,,,
38,WT2,55,35,,54.162,54.162,5.87,48.292,48.292,131.708,A,,,,,,,,,,,,,,,,
38,WT2,56,35,,-93.18,86.82,5.87,80.95,80.95,99.05,A,,,,,,,,,,,,,,,,
38,WT2,57,36,,0,0,5.87,-5.87,174.13,5.87,A,,,,,,,,,,,,,,,,
38,WT2,58,36,,5.44,5.44,5.87,-0.43,179.57,0.43,A,,,,,,,,,,,,,,,,
38,WT2,59,4,,-55.491,124.509,5.87,118.639,118.639,61.361,A,,,,,,,,,,,,,,,,
38,WT2,60,36,,-23.629,156.371,5.87,150.501,150.501,29.499,A,,,,,,,,,,,,,,,,
38,WT2,61,30,,-78.111,101.889,5.87,96.019,96.019,83.981,P,,,,,,,,,,,,,,,,
38,WT2,62,1,,-79.509,100.491,5.87,94.621,94.621,85.379,P,,,,,,,,,,,,,,,,
38,WT2,63,25,,-74.476,105.524,5.87,99.654,99.654,80.346,P,,,,,,,,,,,,,,,,
44,WT2,1,2,,1.548,1.548,148.483,146.935,146.935,146.935,A,*Spindle rotated before division,,,,,,,,,,,,,,,
44,WT2,2,1,,-22.62,157.38,148.483,-8.897,171.103,171.103,P,,,,,,,,,,,,,,,,
44,WT2,3,3,,-7.461,172.539,148.483,-24.056,155.944,155.944,P,,,,,,,,,,,,,,,,
44,WT2,4,8,,-33.275,146.725,148.483,1.758,1.758,1.758,P,,,,,,,,,,,,,,,,
44,WT2,5,1,,-17.526,162.474,148.483,-13.991,166.009,166.009,IL-P,,,,,,,,,,,,,,,,
44,WT2,6,2,,-167.471,12.529,148.483,135.954,135.954,135.954,A,,,,,,,,,,,,,,,,
44,WT2,7,2,,-115.866,64.134,148.483,84.349,84.349,84.349,A,,,,,,,,,,,,,,,,
44,WT2,8,4,,-11.768,168.232,148.483,-19.749,160.251,160.251,A,,,,,,,,,,,,,,,,
44,WT2,9,4,,-126.87,53.13,148.483,95.353,95.353,95.353,IL-A,,,,,,,,,,,,,,,,
44,WT2,10,4,,-113.839,66.161,148.483,82.322,82.322,82.322,IL-A,,,,,,,,,,,,,,,,
44,WT2,11,6,,-137.045,42.955,148.483,105.528,105.528,105.528,IL-A,,,,,,,,,,,,,,,,
44,WT2,12,5,,-137.726,42.274,148.483,106.209,106.209,106.209,IL-P,,,,,,,,,,,,,,,,
44,WT2,13,3,,-25.56,154.44,148.483,-5.957,174.043,174.043,A,,,,,,,,,,,,,,,,
44,WT2,14,4,,-150.396,29.604,148.483,118.879,118.879,118.879,A,,,,,,,,,,,,,,,,
44,WT2,15,5,,-116.003,63.997,148.483,84.486,84.486,84.486,P,,,,,,,,,,,,,,,,
44,WT2,16,5,,-142.496,37.504,148.483,110.979,110.979,110.979,A,,,,,,,,,,,,,,,,
44,WT2,17,5,,-112.011,67.989,148.483,80.494,80.494,80.494,IL-A,,,,,,,,,,,,,,,,
44,WT2,18,5,,-122.152,57.848,148.483,90.635,90.635,90.635,A,,,,,,,,,,,,,,,,
44,WT2,19,5,,-147.995,32.005,148.483,116.478,116.478,116.478,A,,,,,,,,,,,,,,,,
44,WT2,20,5,,-26.565,153.435,148.483,-4.952,175.048,175.048,A,,,,,,,,,,,,,,,,
44,WT2,21,8,,-90,90,148.483,58.483,58.483,58.483,A,*Spindle rotated before division,,,,,,,,,,,,,,,
44,WT2,22,6,,-15.124,164.876,148.483,-16.393,163.607,163.607,A,,,,,,,,,,,,,,,,
44,WT2,23,8,,1.332,1.332,148.483,147.151,147.151,147.151,A,,,,,,,,,,,,,,,,
44,WT2,24,9,,-22.834,157.166,148.483,-8.683,171.317,171.317,A,*Spindle rotated before division,,,,,,,,,,,,,,,
44,WT2,25,9,,-133.152,46.848,148.483,101.635,101.635,101.635,A,,,,,,,,,,,,,,,,
44,WT2,26,5,,-120.256,59.744,148.483,88.739,88.739,88.739,A,,,,,,,,,,,,,,,,
44,WT2,27,5,,-24.944,155.056,148.483,-6.573,173.427,173.427,A,,,,,,,,,,,,,,,,
44,WT2,28,6,,-25.084,154.916,148.483,-6.433,173.567,173.567,A,,,,,,,,,,,,,,,,
44,WT2,29,8,,-119.358,60.642,148.483,87.841,87.841,87.841,IL-A,,,,,,,,,,,,,,,,
44,WT2,30,8,,-109.855,70.145,148.483,78.338,78.338,78.338,A,,,,,,,,,,,,,,,,
44,WT2,31,11,,-127.875,52.125,148.483,96.358,96.358,96.358,IL-A,,,,,,,,,,,,,,,,
44,WT2,32,11,,-83.66,96.34,148.483,52.143,52.143,52.143,IL-P,,,,,,,,,,,,,,,,
44,WT2,33,12,,-57.848,122.152,148.483,26.331,26.331,26.331,P,,,,,,,,,,,,,,,,
44,WT2,34,12,,-138.013,41.987,148.483,106.496,106.496,106.496,A,,,,,,,,,,,,,,,,
44,WT2,35,13,,-154.722,25.278,148.483,123.205,123.205,123.205,A,,,,,,,,,,,,,,,,
44,WT2,36,15,,-135,45,148.483,103.483,103.483,103.483,IL-A,,,,,,,,,,,,,,,,
44,WT2,37,15,,-64.134,115.866,148.483,32.617,32.617,32.617,P,,,,,,,,,,,,,,,,
44,WT2,38,15,,1.79,1.79,148.483,146.693,146.693,146.693,P,,,,,,,,,,,,,,,,
44,WT2,39,13,,48.366,48.366,148.483,100.117,100.117,100.117,IL-A,,,,,,,,,,,,,,,,
44,WT2,40,9,,-68.199,111.801,148.483,36.682,36.682,36.682,IL-P,,,,,,,,,,,,,,,,
44,WT2,41,16,,-44.061,135.939,148.483,12.544,12.544,12.544,P,,,,,,,,,,,,,,,,
44,WT2,42,13,,-47.643,132.357,148.483,16.126,16.126,16.126,A,,,,,,,,,,,,,,,,
44,WT2,43,11,,-20.556,159.444,148.483,-10.961,169.039,169.039,A,,,,,,,,,,,,,,,,
44,WT2,44,12,,-140.793,39.207,148.483,109.276,109.276,109.276,A,,,,,,,,,,,,,,,,
44,WT2,45,12,,3.366,3.366,148.483,145.117,145.117,145.117,A,,,,,,,,,,,,,,,,
44,WT2,46,11,,-40.426,139.574,148.483,8.909,8.909,8.909,A,,,,,,,,,,,,,,,,
44,WT2,47,12,,-123.69,56.31,148.483,92.173,92.173,92.173,A,,,,,,,,,,,,,,,,
44,WT2,48,14,,-27.121,152.879,148.483,-4.396,175.604,175.604,A,,,,,,,,,,,,,,,,
44,WT2,49,14,,-153.97,26.03,148.483,122.453,122.453,122.453,A,,,,,,,,,,,,,,,,
44,WT2,50,14,,17.592,17.592,148.483,130.891,130.891,130.891,A,,,,,,,,,,,,,,,,
44,WT2,51,15,,-20.898,159.102,148.483,-10.619,169.381,169.381,A,,,,,,,,,,,,,,,,
44,WT2,52,16,,-132.769,47.231,148.483,101.252,101.252,101.252,A,,,,,,,,,,,,,,,,
44,WT2,53,16,,-64.799,115.201,148.483,33.282,33.282,33.282,A,,,,,,,,,,,,,,,,
44,WT2,54,16,,-4.399,175.601,148.483,-27.118,152.882,152.882,A,,,,,,,,,,,,,,,,
44,WT2,55,16,,-22.834,157.166,148.483,-8.683,171.317,171.317,A,,,,,,,,,,,,,,,,
44,WT2,56,16,,-24.102,155.898,148.483,-7.415,172.585,172.585,A,,,,,,,,,,,,,,,,
44,WT2,57,17,,-61.763,118.237,148.483,30.246,30.246,30.246,A,,,,,,,,,,,,,,,,
44,WT2,58,18,,-6.654,173.346,148.483,-24.863,155.137,155.137,A,*Spindle rotated before division,,,,,,,,,,,,,,,
44,WT2,59,18,,-132.089,47.911,148.483,100.572,100.572,100.572,A,*Spindle rotated before division,,,,,,,,,,,,,,,
44,WT2,60,18,,-95.599,84.401,148.483,64.082,64.082,64.082,A,,,,,,,,,,,,,,,,
44,WT2,61,17,,-61.607,118.393,148.483,30.09,30.09,30.09,A,,,,,,,,,,,,,,,,
44,WT2,62,18,,-13.707,166.293,148.483,-17.81,162.19,162.19,A,,,,,,,,,,,,,,,,
44,WT2,63,19,,-132.839,47.161,153.435,106.274,106.274,106.274,A,,,,,,,,,,,,,,,,
44,WT2,64,19,,-53.13,126.87,153.435,26.565,26.565,26.565,A,,,,,,,,,,,,,,,,
44,WT2,65,20,,-115.866,64.134,153.435,89.301,89.301,89.301,A,,,,,,,,,,,,,,,,
44,WT2,66,11,,1.364,1.364,148.483,147.119,147.119,147.119,IL-P,,,,,,,,,,,,,,,,
44,WT2,67,9,,-116.565,63.435,148.483,85.048,85.048,85.048,A,,,,,,,,,,,,,,,,
44,WT2,68,17,,-93.814,86.186,148.483,62.297,62.297,62.297,P,,,,,,,,,,,,,,,,
44,WT2,69,18,,-90,90,148.483,58.483,58.483,58.483,P,,,,,,,,,,,,,,,,
44,WT2,70,17,,-133.919,46.081,148.483,102.402,102.402,102.402,A,,,,,,,,,,,,,,,,
44,WT2,71,20,,2.726,2.726,153.435,150.709,150.709,150.709,IL-P,,,,,,,,,,,,,,,,
44,WT2,72,20,,-94.865,85.135,153.435,68.3,68.3,68.3,IL-P,,,,,,,,,,,,,,,,
44,WT2,73,20,,-27.646,152.354,153.435,1.081,1.081,1.081,P,,,,,,,,,,,,,,,,
44,WT2,74,20,,-10.408,169.592,153.435,-16.157,163.843,163.843,P,,,,,,,,,,,,,,,,
44,WT2,75,21,,-90,90,153.435,63.435,63.435,63.435,IL-P,,,,,,,,,,,,,,,,
44,WT2,76,21,,-149.036,30.964,153.435,122.471,122.471,122.471,A,,,,,,,,,,,,,,,,
44,WT2,77,22,,-32.005,147.995,153.435,5.44,5.44,5.44,A,,,,,,,,,,,,,,,,
44,WT2,78,22,,-155.433,24.567,153.435,128.868,128.868,128.868,A,,,,,,,,,,,,,,,,
44,WT2,79,22,,-27.699,152.301,153.435,1.134,1.134,1.134,A,,,,,,,,,,,,,,,,
44,WT2,80,23,,-120.069,59.931,153.435,93.504,93.504,93.504,A,,,,,,,,,,,,,,,,
44,WT2,81,26,,-68.199,111.801,153.435,41.634,41.634,41.634,P,,,,,,,,,,,,,,,,
44,WT2,82,26,,-94.764,85.236,153.435,68.199,68.199,68.199,P,,,,,,,,,,,,,,,,
44,WT2,83,26,,-132.769,47.231,153.435,106.204,106.204,106.204,A,,,,,,,,,,,,,,,,
44,WT2,84,25,,-126.529,53.471,153.435,99.964,99.964,99.964,A,,,,,,,,,,,,,,,,
44,WT2,85,25,,-107.969,72.031,153.435,81.404,81.404,81.404,A,,,,,,,,,,,,,,,,
44,WT2,86,25,,-140.906,39.094,153.435,114.341,114.341,114.341,A,,,,,,,,,,,,,,,,
44,WT2,87,26,,-75.5,104.5,153.435,48.935,48.935,48.935,A,,,,,,,,,,,,,,,,
44,WT2,88,27,,10.305,10.305,153.435,143.13,143.13,143.13,A,,,,,,,,,,,,,,,,
44,WT2,89,22,,-111.801,68.199,153.435,85.236,85.236,85.236,P,,,,,,,,,,,,,,,,
44,WT2,90,30,,-30.964,149.036,153.435,4.399,4.399,4.399,IL-A,,,,,,,,,,,,,,,,
44,WT2,91,31,,-101.31,78.69,153.435,74.745,74.745,74.745,A,,,,,,,,,,,,,,,,
44,WT2,92,29,,-49.399,130.601,153.435,22.834,22.834,22.834,A,,,,,,,,,,,,,,,,
44,WT2,93,30,,-112.036,67.964,153.435,85.471,85.471,85.471,A,,,,,,,,,,,,,,,,
44,WT2,94,31,,-81.634,98.366,153.435,55.069,55.069,55.069,A,,,,,,,,,,,,,,,,
44,WT2,95,32,,-111.801,68.199,153.435,85.236,85.236,85.236,IL-P,,,,,,,,,,,,,,,,
44,WT2,96,28,,-13.736,166.264,153.435,-12.829,167.171,167.171,P,,,,,,,,,,,,,,,,
44,WT2,97,33,,-37.185,142.815,153.435,10.62,10.62,10.62,IL-P,,,,,,,,,,,,,,,,
44,WT2,98,33,,-40.601,139.399,153.435,14.036,14.036,14.036,P,,,,,,,,,,,,,,,,
44,WT2,99,35,,-85.914,94.086,153.435,59.349,59.349,59.349,IL-P,,,,,,,,,,,,,,,,
44,WT2,100,36,,-90,90,153.435,63.435,63.435,63.435,IL-P,,,,,,,,,,,,,,,,
44,WT2,101,35,,-53.393,126.607,153.435,26.828,26.828,26.828,P,,,,,,,,,,,,,,,,
44,WT2,102,35,,-4.764,175.236,153.435,-21.801,158.199,158.199,P,,,,,,,,,,,,,,,,
44,WT2,103,34,,-85.03,94.97,153.435,58.465,58.465,58.465,P,,,,,,,,,,,,,,,,
44,WT2,104,34,,-104.381,75.619,153.435,77.816,77.816,77.816,A,,,,,,,,,,,,,,,,
44,WT2,105,35,,-113.962,66.038,153.435,87.397,87.397,87.397,A,,,,,,,,,,,,,,,,
44,WT2,106,31,,-23.749,156.251,153.435,-2.816,177.184,177.184,P,,,,,,,,,,,,,,,,
44,WT2,107,32,,-30.651,149.349,153.435,4.086,4.086,4.086,A,,,,,,,,,,,,,,,,
44,WT2,108,32,,-76.866,103.134,153.435,50.301,50.301,50.301,A,,,,,,,,,,,,,,,,
44,WT2,109,25,,-79.461,100.539,153.435,52.896,52.896,52.896,A,,,,,,,,,,,,,,,,
44,WT2,110,1,,4.574,4.574,148.483,143.909,143.909,143.909,P,,,,,,,,,,,,,,,,
44,WT2,111,27,,52.125,52.125,153.435,101.31,101.31,101.31,IL-A,,,,,,,,,,,,,,,,
44,WT2,112,21,,10.923,10.923,153.435,142.512,142.512,142.512,P,,,,,,,,,,,,,,,,
44,WT2,113,20,,-68.025,111.975,153.435,41.46,41.46,41.46,P,,,,,,,,,,,,,,,,
44,WT2,114,22,,-57.653,122.347,153.435,31.088,31.088,31.088,P,,,,,,,,,,,,,,,,
44,WT2,115,24,,-21.105,158.895,153.435,-5.46,174.54,174.54,P,,,,,,,,,,,,,,,,
44,WT2,116,24,,23.097,23.097,153.435,130.338,130.338,130.338,P,,,,,,,,,,,,,,,,
44,WT2,117,25,,-42.979,137.021,153.435,16.414,16.414,16.414,P,,,,,,,,,,,,,,,,
44,WT2,118,26,,-35.789,144.211,153.435,9.224,9.224,9.224,P,,,,,,,,,,,,,,,,
44,WT2,119,29,,-17.904,162.096,153.435,-8.661,171.339,171.339,A,,,,,,,,,,,,,,,,
44,WT2,120,28,,-82.235,97.765,153.435,55.67,55.67,55.67,A,,,,,,,,,,,,,,,,
44,WT2,121,31,,-139.289,40.711,153.435,112.724,112.724,112.724,A,*Spindle rotated before division,,,,,,,,,,,,,,,
44,WT2,122,31,,-86.82,93.18,153.435,60.255,60.255,60.255,A,,,,,,,,,,,,,,,,
44,WT2,123,33,,-20.854,159.146,153.435,-5.711,174.289,174.289,P,,,,,,,,,,,,,,,,
44,WT2,124,36,,-63.825,116.175,153.435,37.26,37.26,37.26,P,,,,,,,,,,,,,,,,
32,WT1,1,6,,-94.236,85.764,18.435,-67.329,112.671,67.329,A,,,,,,,,,,,,,,,,
32,WT1,2,5,,-135,45,18.44,-26.56,153.44,26.56,A,,,,,,,,,,,,,,,,
32,WT1,3,6,,4.236,4.236,18.44,14.204,14.204,165.796,IL-P,*Spindle rotated before division,,,,,,,,,,,,,,,
32,WT1,4,6,,-137.203,42.797,18.44,-24.357,155.643,24.357,P,,,,,,,,,,,,,,,,
32,WT1,5,7,,24.305,24.305,18.44,-5.865,174.135,5.865,P,,,,,,,,,,,,,,,,
32,WT1,6,7,,19.654,19.654,18.44,-1.214,178.786,1.214,P,,,,,,,,,,,,,,,,
32,WT1,7,7,,-57.381,122.619,18.44,-104.179,75.821,104.179,IL-A,,,,,,,,,,,,,,,,
32,WT1,8,8,,-78.996,101.004,30.715,-70.289,109.711,70.289,A,,,,,,,,,,,,,,,,
32,WT1,9,9,,165.964,165.964,30.715,-135.249,44.751,135.249,IL-A,,,,,,,,,,,,,,,,
32,WT1,10,8,,21.801,21.801,30.715,8.914,8.914,171.086,P,,,,,,,,,,,,,,,,
32,WT1,11,10,,-87.955,92.045,39.729,-52.316,127.684,52.316,A,,,,,,,,,,,,,,,,
32,WT1,12,10,,-14.931,165.069,39.729,-125.34,54.66,125.34,IL-A,,,,,,,,,,,,,,,,
32,WT1,13,11,,-55.713,124.287,39.729,-84.558,95.442,84.558,IL-P,,,,,,,,,,,,,,,,
32,WT1,14,12,,-119.476,60.524,39.729,-20.795,159.205,20.795,A,,,,,,,,,,,,,,,,
32,WT1,15,16,,-32.005,147.995,39.729,-108.266,71.734,108.266,IL-P,,,,,,,,,,,,,,,,
32,WT1,16,16,,-7.352,172.648,39.729,-132.919,47.081,132.919,P,,,,,,,,,,,,,,,,
32,WT1,17,13,,-123.69,56.31,39.729,-16.581,163.419,16.581,A,,,,,,,,,,,,,,,,
32,WT1,18,14,,-34.695,145.305,39.729,-105.576,74.424,105.576,A,,,,,,,,,,,,,,,,
32,WT1,19,16,,-17.447,162.553,39.729,-122.824,57.176,122.824,A,,,,,,,,,,,,,,,,
32,WT1,20,16,,6.116,6.116,39.729,33.613,33.613,146.387,IL-A,,,,,,,,,,,,,,,,
32,WT1,21,15,,-46.273,133.727,39.729,-93.998,86.002,93.998,IL-A,,,,,,,,,,,,,,,,
32,WT1,22,17,,-46.548,133.452,39.729,-93.723,86.277,93.723,A,,,,,,,,,,,,,,,,
32,WT1,23,18,,-38.29,141.71,39.729,-101.981,78.019,101.981,A,,,,,,,,,,,,,,,,
32,WT1,24,18,,70.71,70.71,39.729,-30.981,149.019,30.981,A,,,,,,,,,,,,,,,,
32,WT1,25,18,,-19.537,160.463,39.729,-120.734,59.266,120.734,P,,,,,,,,,,,,,,,,
32,WT1,26,18,,-29.982,150.018,39.729,-110.289,69.711,110.289,A,,,,,,,,,,,,,,,,
32,WT1,27,20,,-109.179,70.821,39.729,-31.092,148.908,31.092,A,,,,,,,,,,,,,,,,
32,WT1,28,18,,45,45,39.729,-5.271,174.729,5.271,A,,,,,,,,,,,,,,,,
32,WT1,29,18,,39.472,39.472,39.729,0.257,0.257,179.743,A,,,,,,,,,,,,,,,,
32,WT1,30,14,,-119.055,60.945,39.729,-21.216,158.784,21.216,IL-P,,,,,,,,,,,,,,,,
32,WT1,31,22,,7.907,7.907,39.729,31.822,31.822,148.178,P,,,,,,,,,,,,,,,,
32,WT1,32,23,,-9.866,170.134,39.729,-130.405,49.595,130.405,A,*Spindle rotated before division,,,,,,,,,,,,,,,
32,WT1,33,24,,-2.726,177.274,39.729,-137.545,42.455,137.545,A,,,,,,,,,,,,,,,,
32,WT1,34,20,,-108.925,71.075,39.729,-31.346,148.654,31.346,A,,,,,,,,,,,,,,,,
32,WT1,35,22,,-113.199,66.801,39.729,-27.072,152.928,27.072,A,,,,,,,,,,,,,,,,
32,WT1,36,20,,6.843,6.843,39.729,32.886,32.886,147.114,A,,,,,,,,,,,,,,,,
32,WT1,37,22,,-112.479,67.521,39.729,-27.792,152.208,27.792,A,,,,,,,,,,,,,,,,
32,WT1,38,23,,-128.367,51.633,39.729,-11.904,168.096,11.904,A,,,,,,,,,,,,,,,,
32,WT1,39,23,,-129.174,50.826,39.729,-11.097,168.903,11.097,A,,,,,,,,,,,,,,,,
32,WT1,40,20,,4.97,4.97,39.729,34.759,34.759,145.241,P,,,,,,,,,,,,,,,,
32,WT1,41,20,,-2.291,177.709,39.729,-137.98,42.02,137.98,A,,,,,,,,,,,,,,,,
32,WT1,42,20,,-12.529,167.471,39.729,-127.742,52.258,127.742,A,,,,,,,,,,,,,,,,
32,WT1,43,24,,-11.976,168.024,39.729,-128.295,51.705,128.295,IL-P,,,,,,,,,,,,,,,,
32,WT1,44,26,,-144.462,35.538,39.729,4.191,4.191,175.809,P,,,,,,,,,,,,,,,,
32,WT1,45,26,,-21.801,158.199,39.729,-118.47,61.53,118.47,P,,,,,,,,,,,,,,,,
32,WT1,46,28,,-46.637,133.363,39.729,-93.634,86.366,93.634,P,,,,,,,,,,,,,,,,
32,WT1,47,30,,-117.646,62.354,39.729,-22.625,157.375,22.625,A,,,,,,,,,,,,,,,,
32,WT1,48,31,,-145.008,34.992,39.729,4.737,4.737,175.263,A,*Spindle rotated before division,,,,,,,,,,,,,,,
32,WT1,49,31,,-22.109,157.891,39.729,-118.162,61.838,118.162,IL-A,,,,,,,,,,,,,,,,
32,WT1,50,29,,-132.797,47.203,39.729,-7.474,172.526,7.474,A,,,,,,,,,,,,,,,,
32,WT1,51,30,,-46.332,133.668,39.729,-93.939,86.061,93.939,A,,,,,,,,,,,,,,,,
32,WT1,52,31,,12.804,12.804,39.729,26.925,26.925,153.075,A,,,,,,,,,,,,,,,,
32,WT1,53,32,,-136.975,43.025,39.729,-3.296,176.704,3.296,A,,,,,,,,,,,,,,,,
32,WT1,54,35,,40.101,40.101,39.729,-0.372,179.628,0.372,A,,,,,,,,,,,,,,,,
32,WT1,55,34,,-48.814,131.186,39.729,-91.457,88.543,91.457,IL-A,,,,,,,,,,,,,,,,
32,WT1,56,33,,4.236,4.236,39.729,35.493,35.493,144.507,A,,,,,,,,,,,,,,,,
32,WT1,57,34,,11.634,11.634,39.729,28.095,28.095,151.905,A,,,,,,,,,,,,,,,,
32,WT1,58,34,,-16.39,163.61,39.729,-123.881,56.119,123.881,A,,,,,,,,,,,,,,,,
32,WT1,59,35,,-87.879,92.121,39.729,-52.392,127.608,52.392,A,*Spindle rotated before division,,,,,,,,,,,,,,,
32,WT1,60,35,,-122.471,57.529,39.729,-17.8,162.2,17.8,A,,,,,,,,,,,,,,,,
32,WT1,61,38,,-42.709,137.291,39.729,-97.562,82.438,97.562,A,*Spindle rotated before division,,,,,,,,,,,,,,,
32,WT1,62,38,,-127.875,52.125,39.729,-12.396,167.604,12.396,A,,,,,,,,,,,,,,,,
32,WT1,63,37,,-81.87,98.13,39.729,-58.401,121.599,58.401,A,,,,,,,,,,,,,,,,
32,WT1,64,38,,-106.26,73.74,39.729,-34.011,145.989,34.011,P,,,,,,,,,,,,,,,,
32,WT1,65,41,,-8.326,171.674,41.46,-130.214,49.786,130.214,A,,,,,,,,,,,,,,,,
32,WT1,66,41,,-74.055,105.945,41.46,-64.485,115.515,64.485,A,,,,,,,,,,,,,,,,
32,WT1,67,40,,-78.024,101.976,41.46,-60.516,119.484,60.516,A,,,,,,,,,,,,,,,,
32,WT1,68,40,,-99.162,80.838,41.46,-39.378,140.622,39.378,A,,,,,,,,,,,,,,,,
32,WT1,69,40,,-146.31,33.69,41.46,7.77,7.77,172.23,A,,,,,,,,,,,,,,,,
32,WT1,70,36,,-45,135,39.729,-95.271,84.729,95.271,A,,,,,,,,,,,,,,,,
32,WT2,1,2,,40.503,40.503,13.939,-26.564,153.436,26.564,P,,,,,,,,,,,,,,,,
32,WT2,2,3,,-37.954,142.046,13.939,-128.107,51.893,128.107,P,,,,,,,,,,,,,,,,
